GSD,Above the Line,Equipment,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Frame,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Certification,Cert Testing,13508,8671,10209,12580,14142,14947,9649,10176,14350,13566,16754,12045,5968,6221,5888,3643,4270,6949,4916,6198,4279,3675,6136,6281,3885,4727,3295,2066,3545,4344,3723,4221,2610,2768,3331,4063,2493,2862,3204,4704,4206,2342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Materials,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Frame,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Customer Success,Cust Support,19780,11602,17608,19916,20356,24459,14922,13148,20683,20459,24990,18511,8738,9223,8821,5923,6639,10416,7792,8879,6302,5492,10286,9903,5371,6732,4951,2849,4760,6602,6370,6547,3732,3903,5175,6233,3624,4375,5008,6836,6386,3303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Frame,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Customer Success,Cust Training,13214,8742,11295,12024,14134,16339,10292,10118,13865,11262,16128,11846,6076,6136,5956,3565,4524,6811,5496,6475,4310,3743,6498,6289,3781,5070,3345,1860,3456,4278,4190,4936,2366,2719,3494,3589,2587,3035,3441,5190,4061,2468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Materials,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Design,Design Concept,9484,6180,8572,9285,11195,11291,7138,7274,9998,9028,13956,9554,4064,4556,4409,2685,3364,4583,4200,4650,3382,2625,5179,4612,2574,3812,2663,1595,2418,2997,2859,3422,1899,2124,2668,3164,1729,2117,2348,3252,2976,1612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Design,Design Validation,14350,9770,14113,14035,15369,19174,12704,10648,17085,14180,21102,14814,6519,7022,7369,4378,5278,7682,6483,7442,5184,4631,7303,7221,4085,5379,3502,2313,4108,5128,4627,5116,2825,3102,4233,4553,2882,3624,3961,5081,4689,2672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Prototype,Prototype Dev,17529,10478,14014,14996,15925,19539,11349,11415,16455,15175,20273,15506,7251,7100,7418,4300,5676,8333,6165,7436,5260,4517,8161,8217,4443,5761,3848,2398,4405,5067,5002,5296,3129,3181,3643,4659,2908,3730,4041,5616,4605,2813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Prototype,Prototype Testing,14619,8949,13090,13699,15875,19970,11556,11593,16290,13902,20551,16086,6924,6736,6877,4337,4904,7626,6179,6814,5020,4215,7902,7912,4449,5645,3973,2234,4214,4771,4550,5403,2943,3050,3722,5105,3021,3715,3931,5215,4646,2828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Scaling,Scale Planning,10503,7407,9811,11229,12012,13351,8936,8456,12406,9940,13554,11100,5526,5211,5092,3376,3766,5517,4791,5696,3891,3414,5387,5434,3213,4400,2774,1554,2956,3522,3533,3624,2214,2285,3171,3484,2027,2651,2894,4038,3218,1997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Scaling,Scale Ops,11162,6988,9952,11274,13040,15672,8298,8481,12455,11457,14524,10868,5884,4996,4878,3289,3868,5705,4736,5711,3819,3394,6478,5349,3199,3918,2945,1755,2779,3546,3606,3677,2187,2629,3138,3580,2130,2870,2730,4169,3364,2045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Manufacturing,MFG Assembly,23543,15137,22640,24530,26196,30415,18088,18105,24036,23129,31236,25272,11825,10537,10108,7001,8077,11868,8853,12733,7783,6548,12078,12663,6648,8561,5684,3497,6131,8372,7834,9131,4772,5277,6522,7400,4264,5748,6610,8459,7198,4930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Equipment,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Manufacturing,MFG Quality,28463,16033,23174,26793,30225,33205,22901,20725,27630,26271,35742,25197,12120,12722,11191,7876,10135,12791,9901,12959,8145,7913,12593,12722,7905,9182,6665,4092,6985,7974,8062,8570,5311,5613,6814,8191,5353,6699,6471,9455,8520,5081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Certification,Cert Compliance,16721,10350,13699,15892,17396,21678,12364,11477,18171,17641,22938,15796,7603,7652,6895,4808,5792,7384,6726,8126,5761,4357,7337,7889,4446,6221,3914,2401,4001,5046,5019,5385,3137,3071,4763,5042,2908,3830,3865,5298,5420,2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Software,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Certification,Cert Testing,24932,15340,22776,27290,27966,31220,17019,18694,26776,22751,31821,24870,10754,11378,11792,6911,9571,10390,9325,12475,8243,7170,12803,11925,6843,9739,6488,3952,6610,8048,7637,8167,4785,5267,6688,7797,4328,6283,5790,9271,7859,4748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Customer Success,Cust Support,27041,14797,22084,25010,24235,31041,17860,16965,23522,23369,29234,23452,9834,10430,9660,6322,9286,12058,9389,10915,8057,6794,11404,11838,6443,9330,5506,3718,6367,7576,7204,7796,4541,4677,5926,7148,4185,5561,5805,8679,7129,4461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Equipment,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Wings,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Customer Success,Cust Training,11229,6984,10739,11519,12169,16198,9521,7971,12087,11092,14607,11929,5253,5191,5265,3429,4365,5992,5081,5850,3824,3141,6339,5454,3295,4406,2838,1701,2983,3781,3771,3830,2161,2589,3242,3670,2122,2568,3106,4144,3287,2118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Design,Design Concept,18250,10781,15970,18756,20215,24103,14242,13305,18818,18026,24671,19038,8249,8040,8531,5266,6915,9348,7588,8662,6261,5476,8913,9813,4922,7275,4679,2780,4675,5853,6279,5934,3587,4069,5136,6037,3386,4365,4448,6807,5945,3267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Equipment,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Design,Design Validation,18984,12866,18515,17637,19655,25114,12646,13512,19916,17541,29251,18573,8977,8233,8500,5275,6643,9486,7932,9570,6223,5570,9486,8958,5102,7482,4352,2945,4671,5951,5794,6267,3550,3815,5593,5905,3449,4371,4788,6557,6345,3500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Prototype,Prototype Dev,19278,12132,17860,19846,22055,22598,14462,14238,20646,19319,30047,21599,8639,8402,9374,6234,6594,10536,7340,9851,6594,5511,10250,9810,6185,7583,4787,3037,5242,6263,6311,7263,3620,3827,5394,6029,3300,4840,5412,7201,5858,3638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Prototype,Prototype Testing,17446,10263,13952,15063,16306,18167,11801,10752,15668,13396,20853,16476,6769,7065,7549,4600,5856,7834,6486,7254,5182,4294,8014,7695,4104,6153,4376,2135,4410,5726,5206,5143,3259,2993,4244,4526,3168,4111,3677,5318,4887,3034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Training,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Scaling,Scale Planning,11108,6047,8675,10462,11390,13459,7635,7813,11075,10342,14362,10433,4895,5141,4883,3041,3680,5091,4149,4574,3435,2780,5052,5010,3209,3837,2532,1689,2665,3324,3372,3549,1915,2214,2621,3486,1984,2491,2657,3536,3279,1945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Scaling,Scale Ops,18652,10938,15361,17682,18544,22047,14238,13861,20596,17069,24977,19158,8230,8330,8735,5110,6422,8908,6555,9295,5809,5184,8364,8745,5214,7005,3950,2720,4781,5974,5395,5526,3467,3368,4487,5354,3354,4002,4311,6367,5481,3388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Equipment,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Manufacturing,MFG Assembly,16729,8986,13438,14855,16770,18549,11448,10789,17201,15088,20323,15324,7169,6854,6399,4174,5144,6981,5875,8038,5338,4278,7633,6819,4334,5586,3681,2340,4098,5106,4825,5135,2749,2870,4127,4787,2918,3560,3839,4831,4580,3043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Manufacturing,MFG Quality,12530,7403,10151,11879,12273,15419,8912,9243,11879,11726,15029,12066,5777,5590,5153,3205,4239,5376,4559,5450,3862,3267,6041,5644,3217,3936,3070,1758,2972,3459,3951,3895,1967,2497,3265,3423,2349,2847,2781,4479,3564,2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Certification,Cert Compliance,16041,10039,14478,16588,18287,20990,12244,11647,19498,15216,22536,16401,8191,7242,7623,4490,5862,8188,6461,8518,5642,5256,8116,8318,4865,5612,4242,2383,4242,5288,5140,6052,3239,3337,4586,4618,3188,3877,4642,6234,5122,2872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Certification,Cert Testing,19742,11672,17463,19357,20749,25251,16451,15324,22727,20177,27912,18582,9117,9185,8115,6018,7047,9652,7681,10196,6179,5729,9620,9134,5266,7710,4946,2750,5270,6523,5440,6286,3969,3867,5600,5915,3911,5078,5171,6210,5568,3685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Customer Success,Cust Support,9409,5616,8103,10143,9322,11332,6777,6263,9782,7900,12107,8796,4392,4493,3952,2607,3180,4880,3651,4669,3431,2497,4835,4496,2578,3310,2309,1453,2605,2951,3183,3097,1816,1935,2343,2537,1613,2020,2213,3033,2555,1578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Fuselage,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Customer Success,Cust Training,16542,10453,14267,17272,17355,22238,12567,12567,18279,14254,24940,16886,7154,8107,7230,4686,5989,8404,6686,7536,6026,4704,9263,8214,4767,5960,4576,2543,4621,5677,5668,5734,3193,3172,4405,4733,3263,4417,4088,6111,4915,3255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Below the Line,Equipment,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Design,Design Concept,12683,8074,12257,13098,13434,17869,9363,10068,13782,13732,16990,12418,5907,6561,6752,3788,4569,6796,5512,6189,4713,3845,7102,6739,3760,5102,3424,2042,3393,4601,4300,4617,2489,2946,3749,4274,2549,3340,3305,4902,4187,2521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Training,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Design,Design Validation,10561,6566,8945,9915,11879,11879,7627,7917,11593,10275,13968,10002,4496,4951,4595,3222,3555,5309,4415,5370,3999,3092,5112,5706,2960,3787,2630,1628,2774,3258,2866,3727,2132,2146,2703,3430,1905,2629,2774,3972,3609,1936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Software,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Prototype,Prototype Dev,21089,13164,20148,21719,25549,25943,16849,15220,25031,21616,29653,22109,10468,10329,9136,6237,7413,10627,8541,9276,7988,6342,10604,11637,6457,7594,5300,3235,5475,7442,6245,7821,3987,4046,6060,6163,4392,5636,5482,7497,6338,3711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Prototype,Prototype Testing,22565,12650,18225,22101,24082,25139,15510,16335,20053,20418,28791,20389,9363,9579,9342,6524,6961,10367,7901,10589,7387,6463,10367,10866,5393,7691,5306,3378,5279,6530,6617,8190,4368,4454,5804,6572,3778,5253,5134,7676,6478,3803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Scaling,Scale Planning,14379,8062,13214,14478,15983,18893,11796,10205,14901,13558,18097,13658,6581,6426,6026,3694,4744,6382,5771,6574,4255,3978,7397,7378,3550,5164,3642,2272,3724,4616,4467,4601,2833,3030,3374,4598,2666,3369,3561,5001,4463,2650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,North,Scaling,Scale Ops,28401,16153,23813,26809,29495,33362,20538,18175,29122,26606,34946,26117,12888,11611,12648,7479,9582,11751,10147,13633,8939,7441,13558,14124,6987,10582,6596,4325,7116,7710,8693,9465,5134,5794,6798,7868,5005,6641,6992,10277,8652,5122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GSD,Above the Line,Equipment,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Manufacturing,MFG Assembly,16476,10279,14246,16953,18130,20368,13106,12858,16534,15336,23850,15286,7611,7352,7242,4747,5812,8138,6376,8639,4919,4970,7537,7983,4400,6294,4089,2488,4258,4964,5404,5394,3155,3423,4523,5061,2928,4260,3902,5688,5083,3082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Manufacturing,MFG Quality,21566,13280,17678,19771,25392,30071,18366,16240,24600,20488,27701,21670,10592,10922,10204,6460,7751,10672,9185,10795,7704,6674,11514,11219,6304,8210,5600,3408,6126,7568,7134,8155,4068,5149,6239,6872,4187,5042,5594,7285,7427,3781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Below the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Certification,Cert Compliance,14503,7958,12708,12538,16368,17566,10387,9691,14884,13794,18495,13463,6419,6466,6643,3666,5083,7071,5428,6597,4647,4044,6700,6345,4037,4909,3597,2001,3679,4368,4527,4103,2838,2964,3949,4207,2452,3260,3567,4997,4428,2562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Burden,Above the Line,Exempt Headcount,Commercial,Regional Commuter,GI1- Falcon Connect,Structure,Landing Gear,ww01 2025,ww26 2026,ww26 2028,01/01/2025,06/22/2026,06/27/2028,South,Certification,Cert Testing,13467,8132,12451,12588,14545,18051,10308,9654,14781,13144,18010,12957,5928,6085,5768,4233,4255,6438,5624,6341,5063,3999,6234,6573,3713,5735,3685,2071,3420,4644,4558,4676,2724,2785,3901,4189,2657,3265,3638,4991,4325,2567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
